E1,E2,E3,E4,E5,24-bit color
0.20304060812162436,0.19803960792158434,0.49629925985197043,0.04680936187237447,0.0558111622324465,15587004
0.1004,0.1042,0.6448,0.1032,0.047400000000000005,15586249
0.14780000000000001,0.05940000000000001,0.696,0.04760000000000002,0.04920000000000001,15586249
0.252250450090018,0.10522104420884178,0.3996799359871975,0.09341868373674735,0.14942988597719545,15586249
0.19800000000000006,0.3468,0.30219999999999997,0.05080000000000001,0.10220000000000001,15586239
0.29219999999999996,0.15180000000000002,0.3048,0.10200000000000002,0.14920000000000003,15586236
0.19956008798240352,0.15636872625474904,0.5432913417316536,0.04919016196760647,0.05158968206358728,15586231
0.6019203840768154,0.09801960392078418,0.10102020404080819,0.14862972594518903,0.05041008201640329,15586223
0.20064012802560513,0.29705941188237645,0.3518703740748149,0.05381076215243049,0.09661932386477295,15585729
0.6529999999999999,0.05299999999999999,0.09639999999999999,0.15159999999999996,0.046,15584938
0.05338932213557289,0.594881023795241,0.056788642271545696,0.09678064387122576,0.1981603679264147,15395549
0.398,0.249,0.0558,0.24320000000000003,0.05399999999999999,15395014
0.0496,0.354,0.24960000000000002,0.2462,0.10060000000000001,15394269
0.05319999999999998,0.40239999999999987,0.20299999999999996,0.24939999999999996,0.09199999999999998,15394269
0.053,0.39820000000000005,0.29719999999999996,0.19800000000000004,0.0536,15394269
0.09878024395120978,0.34933013397320545,0.3011397720455909,0.2059588082383524,0.04479104179164167,15394267
0.20420000000000005,0.596,0.0454,0.05500000000000001,0.09940000000000002,15394264
0.09480000000000002,0.5984,0.15380000000000005,0.05480000000000002,0.09820000000000001,15394259
0.4502,0.2022,0.04719999999999999,0.25060000000000004,0.0498,15394244
0.04819999999999999,0.29979999999999996,0.40259999999999996,0.20139999999999997,0.048,15393499
0.047799999999999995,0.3502,0.34659999999999996,0.2012,0.0542,15393499
0.10139999999999999,0.30599999999999994,0.3432,0.2012,0.04819999999999999,15393499
0.057200000000000015,0.6036,0.19120000000000004,0.0458,0.10220000000000001,15393494
0.2011597680463907,0.5472905418916216,0.09858028394321135,0.051389722055588886,0.10157968406318736,15393491
0.20104020804160835,0.5579115823164632,0.04120824164832967,0.15363072614522902,0.04620924184836967,15393481
